시도명,시군구명,생년,RFID구분,축종,품종,마릿수,맹견여부
경기도,평택시,2015,인식표,개,삽살개,1,N
경기도,평택시,2015,내장형,개,삽살개,2,N
경기도,평택시,2015,외장형,개,샤페이,1,N
경기도,평택시,2015,외장형,개,셔틀랜드 쉽독,2,N
경기도,평택시,2015,인식표,개,셔틀랜드 쉽독,1,N
경기도,평택시,2015,내장형,개,셔틀랜드 쉽독,8,N
경기도,평택시,2015,인식표,개,셰퍼드,3,N
경기도,평택시,2015,내장형,개,셰퍼드,3,N
경기도,평택시,2015,외장형,개,슈나우져,7,N
경기도,평택시,2015,인식표,개,슈나우져,2,N
경기도,평택시,2015,내장형,개,슈나우져,11,N
경기도,평택시,2015,외장형,개,스탠다드 푸들,3,N
경기도,평택시,2015,인식표,개,스탠다드 푸들,2,N
경기도,평택시,2015,내장형,개,스탠다드 푸들,5,N
경기도,평택시,2015,외장형,개,스피츠,43,N
경기도,평택시,2015,인식표,개,스피츠,16,N
경기도,평택시,2015,내장형,개,스피츠,54,N
경기도,평택시,2015,외장형,개,시바,1,N
경기도,평택시,2015,인식표,개,시바,2,N
경기도,평택시,2015,내장형,개,시바,2,N
경기도,평택시,2015,외장형,개,시베리안 허스키,2,N
경기도,평택시,2015,인식표,개,시베리안 허스키,3,N
경기도,평택시,2015,내장형,개,시베리안 허스키,4,N
경기도,평택시,2015,외장형,개,시츄,26,N
경기도,평택시,2015,인식표,개,시츄,22,N
경기도,평택시,2015,내장형,개,시츄,54,N
경기도,평택시,2015,내장형,개,실키테리어,1,N
경기도,평택시,2015,외장형,개,아메리칸 코카 스파니엘,1,N
경기도,평택시,2015,인식표,개,아메리칸 코카 스파니엘,1,N
경기도,평택시,2015,내장형,개,아메리칸 코카 스파니엘,4,N
경기도,평택시,2015,내장형,개,아메리칸불리,4,N
경기도,평택시,2015,인식표,개,아이리쉬소프트코튼휘튼테리어,2,N
경기도,평택시,2015,인식표,개,아키다,1,N
경기도,평택시,2020,인식표,개,치와와,9,N
경기도,평택시,2020,내장형,개,치와와,73,N
경기도,평택시,2020,인식표,개,카네 코르소,2,N
경기도,평택시,2020,내장형,개,카네 코르소,2,N
경기도,평택시,2020,내장형,개,캐벌리어 킹 찰스 스파니엘,2,N
경기도,평택시,2020,내장형,개,케리 블루 테리어,1,N
경기도,평택시,2020,외장형,개,코카 스파니엘,2,N
경기도,평택시,2020,내장형,개,코카 스파니엘,1,N
경기도,평택시,2020,외장형,개,토이 푸들,33,N
경기도,평택시,2020,인식표,개,토이 푸들,28,N
경기도,평택시,2020,내장형,개,토이 푸들,26,N
경기도,평택시,2020,외장형,개,퍼그,3,N
경기도,평택시,2020,인식표,개,퍼그,2,N
경기도,평택시,2020,내장형,개,퍼그,12,N
경기도,평택시,2020,외장형,개,페키니즈,3,N
경기도,평택시,2020,인식표,개,페키니즈,1,N
경기도,평택시,2020,내장형,개,페키니즈,7,N
경기도,평택시,2020,내장형,개,페터데일테리어,2,N
경기도,평택시,2020,외장형,개,포메라니안,122,N
경기도,평택시,2020,인식표,개,포메라니안,56,N
경기도,평택시,2020,내장형,개,포메라니안,283,N
경기도,평택시,2020,외장형,개,포인터,3,N
경기도,평택시,2020,내장형,개,포인터,2,N
경기도,평택시,2020,내장형,개,폭스테리어,1,N
경기도,평택시,2020,외장형,개,푸들,100,N
경기도,평택시,2020,인식표,개,푸들,21,N
경기도,평택시,2020,내장형,개,푸들,255,N
경기도,평택시,2020,외장형,개,풍산견,2,N
경기도,평택시,2020,인식표,개,풍산견,2,N
경기도,평택시,2020,내장형,개,풍산견,10,N
경기도,평택시,2020,외장형,개,프렌치 불독,16,N
경기도,평택시,2020,인식표,개,프렌치 불독,5,N
경기도,평택시,2020,내장형,개,프렌치 불독,36,N
경기도,평택시,2020,외장형,개,핏불테리어,2,Y
경기도,평택시,2020,내장형,고양이,기타,5,N
경기도,평택시,2020,내장형,고양이,노르웨이 숲,4,N
경기도,평택시,2020,내장형,고양이,데본 렉스,1,N
경기도,평택시,2020,내장형,고양이,러시안 블루,8,N
경기도,평택시,2020,내장형,고양이,레그돌,3,N
경기도,평택시,2020,내장형,고양이,먼치킨,4,N
경기도,평택시,2020,내장형,고양이,믹스묘,2,N
경기도,평택시,2020,내장형,고양이,벵갈,4,N
경기도,평택시,2020,내장형,고양이,브리티시 쇼트헤어,7,N
경기도,평택시,2020,내장형,고양이,샴,6,N
경기도,평택시,2020,내장형,고양이,스코티시폴드,9,N
경기도,평택시,2020,내장형,고양이,스핑크스,3,N
경기도,평택시,2020,내장형,고양이,시베리안 포레스트,1,N
경기도,포천시,2009,외장형,개,샤페이,1,N
경기도,포천시,2009,내장형,개,샤페이,3,N
경기도,포천시,2009,외장형,개,셔틀랜드 쉽독,1,N
경기도,포천시,2009,내장형,개,셰퍼드,11,N
경기도,포천시,2009,외장형,개,슈나우져,1,N
경기도,포천시,2009,인식표,개,슈나우져,1,N
경기도,포천시,2009,내장형,개,슈나우져,12,N
경기도,포천시,2009,내장형,개,스코티쉬 테리어,1,N
경기도,포천시,2009,내장형,개,스탠다드 푸들,1,N
경기도,포천시,2009,내장형,개,스피츠,3,N
경기도,포천시,2009,외장형,개,시바,1,N
경기도,포천시,2009,외장형,개,시베리안 허스키,1,N
경기도,포천시,2009,내장형,개,시베리안 허스키,7,N
경기도,광주시,2009,내장형,개,스코티쉬 테리어,1,N
경기도,광주시,2009,외장형,개,스탠다드 푸들,1,N
경기도,광주시,2009,외장형,개,스피츠,6,N
경기도,광주시,2009,인식표,개,스피츠,3,N
경기도,광주시,2009,내장형,개,스피츠,3,N
경기도,광주시,2003,외장형,개,토이 푸들,1,N
경기도,광주시,2003,외장형,개,페키니즈,3,N
경기도,광주시,2003,내장형,개,페키니즈,2,N
경기도,광주시,2003,외장형,개,포메라니안,4,N
경기도,광주시,2003,내장형,개,포메라니안,1,N
경기도,광주시,2003,외장형,개,푸들,8,N
경기도,광주시,2003,인식표,개,푸들,2,N
경기도,광주시,2003,내장형,개,푸들,6,N
경기도,광주시,2003,외장형,개,풍산견,1,N
경기도,광주시,2003,인식표,개,프렌치 불독,1,N
경기도,광주시,2003,외장형,개,화이트테리어,1,N
경기도,광주시,2004,외장형,개,골든 리트리버,1,N
경기도,광주시,2004,내장형,개,골든 리트리버,1,N
경기도,광주시,2004,외장형,개,기타,1,N
경기도,광주시,2004,인식표,개,기타,1,N
경기도,광주시,2004,내장형,개,기타,1,N
경기도,광주시,2004,외장형,개,닥스훈트,5,N
경기도,광주시,2004,인식표,개,닥스훈트,1,N
경기도,광주시,2004,내장형,개,닥스훈트,2,N
경기도,광주시,2004,내장형,개,라사 압소,1,N
경기도,광주시,2004,내장형,개,랫 테리어,1,N
경기도,광주시,2004,외장형,개,말티즈,27,N
경기도,광주시,2004,인식표,개,말티즈,6,N
경기도,광주시,2004,내장형,개,말티즈,21,N
경기도,광주시,2004,내장형,개,미니어쳐 슈나우저,3,N
경기도,광주시,2004,내장형,개,미니어쳐 푸들,1,N
경기도,광주시,2004,외장형,개,미니어쳐 핀셔,6,N
경기도,광주시,2004,내장형,개,미니어쳐 핀셔,2,N
경기도,광주시,2004,외장형,개,믹스견,13,N
경기도,광주시,2004,인식표,개,믹스견,3,N
경기도,광주시,2004,내장형,개,믹스견,10,N
경기도,광주시,2004,외장형,개,보스턴 테리어,1,N
경기도,광주시,2004,내장형,개,사모예드,1,N
경기도,광주시,2004,인식표,개,삽살개,1,N
경기도,광주시,2004,내장형,개,셰퍼드,1,N
경기도,광주시,2004,외장형,개,슈나우져,7,N
경기도,광주시,2004,내장형,개,슈나우져,6,N
경기도,광주시,2004,외장형,개,시츄,23,N
경기도,광주시,2004,인식표,개,시츄,5,N
경기도,광주시,2004,내장형,개,시츄,20,N
경기도,광주시,2004,외장형,개,아메리칸 코카 스파니엘,2,N
경기도,광주시,2004,외장형,개,알라스칸 말라뮤트,1,N
경기도,광주시,2004,내장형,개,오스트랄리안 셰퍼드 독,1,N
경기도,광주시,2004,외장형,개,요크셔 테리어,10,N
경기도,광주시,2004,내장형,개,요크셔 테리어,11,N
경기도,광주시,2004,내장형,개,잉글리쉬 코카 스파니엘,3,N
경기도,광주시,2004,외장형,개,진도견,3,N
경기도,광주시,2004,인식표,개,진도견,2,N
경기도,광주시,2004,내장형,개,진도견,2,N
경기도,광주시,2004,외장형,개,치와와,2,N
경기도,광주시,2004,인식표,개,치와와,1,N
경기도,광주시,2004,내장형,개,캐벌리어 킹 찰스 스파니엘,1,N
경기도,광명시,2004,내장형,개,골든 리트리버,2,N
경기도,광명시,2004,내장형,개,그레이 하운드,1,N
경기도,광명시,2004,외장형,개,기타,1,N
경기도,광명시,2004,내장형,개,기타,2,N
경기도,광명시,2004,내장형,개,닥스훈트,2,N
경기도,광명시,2004,외장형,개,말티즈,20,N
경기도,광명시,2004,인식표,개,말티즈,15,N
경기도,광명시,2004,내장형,개,말티즈,90,N
경기도,광명시,2004,내장형,개,미니어쳐 슈나우저,9,N
경기도,광명시,2004,내장형,개,미니어쳐 푸들,12,N
경기도,광명시,2004,인식표,개,미니어쳐 핀셔,1,N
경기도,광명시,2004,내장형,개,미니어쳐 핀셔,3,N
경기도,광명시,2004,내장형,개,미디엄 푸들,1,N
경기도,광명시,2004,외장형,개,믹스견,8,N
경기도,광명시,2004,인식표,개,믹스견,3,N
경기도,광명시,2004,내장형,개,믹스견,22,N
경기도,광명시,2004,내장형,개,비글,2,N
경기도,광명시,2004,내장형,개,비숑 프리제,1,N
경기도,광명시,2004,내장형,개,삽살개,1,N
경기도,광명시,2004,외장형,개,셰퍼드,1,N
경기도,광명시,2004,외장형,개,슈나우져,7,N
경기도,광명시,2004,인식표,개,슈나우져,2,N
경기도,광명시,2004,내장형,개,슈나우져,9,N
경기도,광명시,2004,외장형,개,스피츠,2,N
경기도,광명시,2004,인식표,개,스피츠,1,N
경기도,광명시,2004,내장형,개,시바,1,N
경기도,광명시,2006,외장형,개,미니어쳐 핀셔,3,N
경기도,광명시,2006,인식표,개,미니어쳐 핀셔,2,N
경기도,고양시,2018,내장형,고양이,노르웨이 숲,1,N
경기도,고양시,2018,내장형,고양이,러시안 블루,5,N
경기도,고양시,2018,내장형,고양이,레그돌,1,N
경기도,고양시,2018,내장형,고양이,먼치킨,5,N
경기도,고양시,2018,내장형,고양이,믹스묘,2,N
경기도,고양시,2018,내장형,고양이,벵갈,2,N
경기도,고양시,2018,내장형,고양이,샴,10,N
경기도,고양시,2018,내장형,고양이,스코티시폴드,3,N
경기도,고양시,2018,내장형,고양이,아비시니안,1,N
경기도,고양시,2018,내장형,고양이,터키시 앙고라,5,N
경기도,고양시,2018,내장형,고양이,페르시안,5,N
경기도,고양시,2018,내장형,고양이,페르시안-페르시안 친칠라,1,N
경기도,고양시,2018,내장형,고양이,한국 고양이,34,N
경기도,고양시,2019,외장형,개,골든 리트리버,15,N
경기도,고양시,2019,인식표,개,골든 리트리버,6,N
경기도,고양시,2019,내장형,개,골든 리트리버,77,N
경기도,고양시,2019,외장형,개,그레이 하운드,1,N
경기도,고양시,2019,인식표,개,그레이 하운드,1,N
경기도,고양시,2019,내장형,개,그레이 하운드,4,N
경기도,고양시,2019,외장형,개,기타,20,N
경기도,고양시,2019,인식표,개,기타,3,N
경기도,고양시,2019,내장형,개,기타,33,N
경기도,고양시,2019,외장형,개,꼬똥 드 뚤레아,9,N
경기도,고양시,2019,인식표,개,꼬똥 드 뚤레아,1,N
경기도,고양시,2019,내장형,개,꼬똥 드 뚤레아,8,N
경기도,고양시,2019,외장형,개,노르포크 테리어,1,N
경기도,고양시,2019,외장형,개,닥스훈트,21,N
경기도,고양시,2019,인식표,개,닥스훈트,7,N
경기도,고양시,2019,내장형,개,닥스훈트,62,N
경기도,고양시,2019,외장형,개,달마시안,1,N
경기도,고양시,2019,인식표,개,달마시안,1,N
경기도,고양시,2019,내장형,개,달마시안,1,N
경기도,고양시,2019,외장형,개,도베르만,2,N
경기도,고양시,2019,인식표,개,도베르만,1,N
경기도,고양시,2019,내장형,개,도베르만,6,N
경기도,고양시,2019,내장형,개,도사,2,Y
경기도,고양시,2019,인식표,개,동경견,1,N
경기도,고양시,2019,내장형,개,동경견,1,N
경기도,과천시,2008,인식표,개,코카 스파니엘,1,N
경기도,과천시,2008,내장형,개,코카 스파니엘,3,N
경기도,과천시,2008,외장형,개,토이 푸들,1,N
경기도,과천시,2008,내장형,개,토이 푸들,3,N
경기도,과천시,2008,내장형,개,페키니즈,2,N
경기도,과천시,2008,외장형,개,포메라니안,2,N
경기도,과천시,2008,내장형,개,포메라니안,1,N
경기도,과천시,2008,외장형,개,푸들,3,N
경기도,과천시,2008,인식표,개,푸들,3,N
경기도,과천시,2008,내장형,개,푸들,3,N
경기도,과천시,2009,외장형,개,골든 리트리버,1,N
경기도,과천시,2009,내장형,개,닥스훈트,1,N
경기도,과천시,2009,외장형,개,말티즈,9,N
경기도,과천시,2009,인식표,개,말티즈,3,N
경기도,과천시,2009,내장형,개,말티즈,13,N
경기도,과천시,2009,외장형,개,미니어쳐 푸들,1,N
경기도,과천시,2009,외장형,개,믹스견,6,N
경기도,과천시,2009,내장형,개,믹스견,4,N
경기도,과천시,2009,인식표,개,비글,1,N
경기도,과천시,2009,외장형,개,슈나우져,4,N
경기도,과천시,2009,내장형,개,슈나우져,1,N
경기도,과천시,2009,인식표,개,스탠다드 푸들,1,N
경기도,과천시,2009,외장형,개,스피츠,3,N
경기도,과천시,2009,외장형,개,시츄,5,N
경기도,과천시,2009,인식표,개,시츄,2,N
경기도,과천시,2009,내장형,개,시츄,5,N
경기도,과천시,2009,외장형,개,실키테리어,1,N
경기도,과천시,2009,인식표,개,실키테리어,1,N
경기도,과천시,2009,외장형,개,요크셔 테리어,5,N
경기도,과천시,2009,인식표,개,요크셔 테리어,2,N
경기도,과천시,2009,내장형,개,요크셔 테리어,9,N
경기도,과천시,2009,인식표,개,재패니즈 스피츠,2,N
경기도,과천시,2009,외장형,개,진도견,2,N
경기도,과천시,2009,내장형,개,진도견,2,N
경기도,과천시,2009,외장형,개,치와와,1,N
경기도,과천시,2009,내장형,개,치와와,1,N
경기도,과천시,2009,외장형,개,코카 스파니엘,2,N
경기도,과천시,2009,인식표,개,코카 스파니엘,2,N
경기도,과천시,2009,외장형,개,토이 푸들,2,N
경기도,과천시,2009,내장형,개,토이 푸들,4,N
경기도,과천시,2009,내장형,개,퍼그,1,N
경기도,과천시,2009,외장형,개,페키니즈,2,N
경기도,광명시,2022,내장형,개,토이 푸들,2,N
경기도,광명시,2022,외장형,개,페키니즈,1,N
경기도,광명시,2022,외장형,개,포메라니안,113,N
경기도,광명시,2022,내장형,개,포메라니안,27,N
경기도,광명시,2022,내장형,개,포인터,1,N
경기도,광명시,2022,외장형,개,푸들,76,N
경기도,광명시,2022,내장형,개,푸들,25,N
경기도,광명시,2022,외장형,개,풍산견,1,N
경기도,광명시,2022,내장형,개,풍산견,3,N
경기도,광명시,2022,외장형,개,프렌치 불독,1,N
경기도,광명시,2022,내장형,개,프렌치 불독,2,N
경기도,광명시,2022,외장형,개,화이트테리어,1,N
경기도,광명시,2022,외장형,개,휘펫,1,N
경기도,구리시,2013,내장형,개,라사 압소,1,N
경기도,구리시,2013,외장형,개,레이크랜드 테리어,1,N
경기도,구리시,2019,내장형,고양이,먼치킨,2,N
경기도,구리시,2019,내장형,고양이,샴,1,N
경기도,구리시,2019,내장형,고양이,스코티시폴드,1,N
경기도,구리시,2019,내장형,고양이,아메리칸 쇼트헤어,1,N
경기도,구리시,2019,내장형,고양이,페르시안,1,N
경기도,구리시,2019,내장형,고양이,한국 고양이,6,N
경기도,구리시,2020,외장형,개,골든 리트리버,4,N
경기도,구리시,2020,내장형,개,골든 리트리버,3,N
경기도,구리시,2020,외장형,개,기타,1,N
경기도,구리시,2020,내장형,개,기타,9,N
경기도,구리시,2020,내장형,개,꼬똥 드 뚤레아,5,N
경기도,구리시,2020,내장형,개,닥스훈트,7,N
경기도,구리시,2020,내장형,개,도베르만,3,N
경기도,구리시,2020,내장형,개,라브라도 리트리버,4,N
경기도,구리시,2020,외장형,개,말티즈,31,N
경기도,구리시,2020,인식표,개,말티즈,6,N
경기도,구리시,2020,내장형,개,말티즈,104,N
경기도,구리시,2020,외장형,개,믹스견,43,N
경기도,구리시,2020,인식표,개,믹스견,16,N
경기도,구리시,2020,내장형,개,믹스견,112,N
경기도,구리시,2020,외장형,개,베들링턴 테리어,2,N
경기도,구리시,2020,내장형,개,베들링턴 테리어,4,N
경기도,구리시,2020,인식표,개,보더 콜리,1,N
경기도,구리시,2020,내장형,개,보더 콜리,6,N
경기도,구리시,2020,내장형,개,보르조이,1,N
경기도,구리시,2020,내장형,개,불독,1,N
경기도,구리시,2020,외장형,개,비글,1,N
경기도,구리시,2020,인식표,개,비글,1,N
경기도,구리시,2020,내장형,개,비글,1,N
경기도,구리시,2020,외장형,개,비숑 프리제,22,N
경기도,구리시,2020,인식표,개,비숑 프리제,6,N
경기도,구리시,2020,내장형,개,비숑 프리제,68,N
경기도,구리시,2020,내장형,개,빠삐용,1,N
경기도,구리시,2020,외장형,개,사모예드,1,N
경기도,구리시,2020,내장형,개,사모예드,2,N
경기도,구리시,2020,내장형,개,셔틀랜드 쉽독,7,N
경기도,구리시,2020,내장형,개,슈나우져,1,N
경기도,구리시,2020,내장형,개,스코티쉬 테리어,1,N
경기도,구리시,2020,외장형,개,스탠다드 푸들,2,N
경기도,구리시,2020,내장형,개,스탠다드 푸들,2,N
경기도,구리시,2020,외장형,개,스피츠,2,N
경기도,구리시,2020,내장형,개,스피츠,6,N
경기도,구리시,2020,외장형,개,시바,5,N
경기도,구리시,2020,인식표,개,시바,2,N
경기도,구리시,2020,내장형,개,시바,12,N
경기도,구리시,2020,외장형,개,시베리안 허스키,2,N
경기도,구리시,2020,내장형,개,시베리안 허스키,3,N
경기도,구리시,2020,외장형,개,시츄,3,N
경기도,구리시,2020,내장형,개,시츄,12,N
경기도,구리시,2020,내장형,개,오스트랄리안 셰퍼드 독,1,N
경기도,구리시,2020,인식표,개,요크셔 테리어,1,N
경기도,구리시,2020,내장형,개,요크셔 테리어,3,N
경기도,광주시,2016,외장형,개,골든 리트리버,10,N
경기도,광주시,2016,인식표,개,골든 리트리버,12,N
경기도,광주시,2016,내장형,개,골든 리트리버,26,N
경기도,광주시,2016,인식표,개,그레이 하운드,1,N
경기도,광주시,2016,내장형,개,그레이트 피레니즈,3,N
경기도,광주시,2016,외장형,개,기타,6,N
경기도,광주시,2016,인식표,개,기타,10,N
경기도,고양시,2006,외장형,개,골든 리트리버,2,N
경기도,고양시,2006,내장형,개,골든 리트리버,7,N
경기도,고양시,2006,외장형,개,기타,4,N
경기도,고양시,2006,인식표,개,기타,1,N
경기도,고양시,2006,내장형,개,기타,12,N
경기도,고양시,2006,내장형,개,꼬똥 드 뚤레아,2,N
경기도,고양시,2006,외장형,개,뉴펀들랜드,1,N
경기도,고양시,2006,외장형,개,닥스훈트,10,N
경기도,광명시,2003,내장형,개,치와와,3,N
경기도,광명시,2003,외장형,개,코카 스파니엘,8,N
경기도,광명시,2003,내장형,개,코카 스파니엘,11,N
경기도,광명시,2003,외장형,개,콜리,1,N
경기도,광명시,2003,외장형,개,토이 푸들,1,N
경기도,광명시,2003,내장형,개,토이 푸들,8,N
경기도,광명시,2003,외장형,개,퍼그,1,N
경기도,광명시,2003,외장형,개,페키니즈,2,N
경기도,광명시,2003,인식표,개,페키니즈,3,N
경기도,광명시,2003,내장형,개,페키니즈,8,N
경기도,광명시,2003,외장형,개,포메라니안,4,N
경기도,광명시,2003,인식표,개,포메라니안,1,N
경기도,광명시,2003,내장형,개,포메라니안,4,N
경기도,광명시,2003,외장형,개,푸들,9,N
경기도,광명시,2003,인식표,개,푸들,7,N
경기도,광명시,2003,내장형,개,푸들,19,N
경기도,광명시,2003,내장형,고양이,믹스묘,1,N
경기도,광명시,2013,내장형,개,진도견,11,N
경기도,광명시,2013,외장형,개,치와와,18,N
경기도,광명시,2013,인식표,개,치와와,5,N
경기도,광명시,2013,내장형,개,치와와,21,N
경기도,광명시,2013,내장형,개,카네 코르소,1,N
경기도,광명시,2013,외장형,개,캐벌리어 킹 찰스 스파니엘,1,N
경기도,광명시,2013,외장형,개,케리 블루 테리어,1,N
경기도,광명시,2013,외장형,개,코카 스파니엘,7,N
경기도,광명시,2013,인식표,개,코카 스파니엘,2,N
경기도,광명시,2013,내장형,개,코카 스파니엘,7,N
경기도,광명시,2013,외장형,개,토이 푸들,11,N
경기도,가평군,2000,외장형,개,미니어쳐 핀셔,1,N
경기도,가평군,2000,외장형,개,믹스견,1,N
경기도,가평군,2000,내장형,개,믹스견,2,N
경기도,가평군,2000,외장형,개,샤페이,1,N
경기도,가평군,2000,외장형,개,시츄,1,N
경기도,가평군,2000,내장형,개,시츄,2,N
경기도,가평군,2000,내장형,개,요크셔 테리어,1,N
경기도,가평군,2000,외장형,개,웰시 코기 펨브로크,2,N
경기도,가평군,2000,인식표,개,진도견,1,N
경기도,가평군,2000,외장형,개,페키니즈,1,N
경기도,가평군,2001,외장형,개,말티즈,1,N
경기도,가평군,2001,내장형,개,말티즈,2,N
경기도,가평군,2001,내장형,개,미니어쳐 푸들,1,N
경기도,가평군,2001,내장형,개,믹스견,2,N
경기도,가평군,2001,외장형,개,시츄,1,N
경기도,가평군,2001,인식표,개,시츄,1,N
경기도,가평군,2001,외장형,개,요크셔 테리어,4,N
경기도,가평군,2001,내장형,개,요크셔 테리어,2,N
경기도,가평군,2001,인식표,개,코카 스파니엘,1,N
경기도,가평군,2001,외장형,개,포메라니안,1,N
경기도,가평군,2001,인식표,개,푸들,1,N
경기도,가평군,2002,외장형,개,말티즈,1,N
경기도,가평군,2002,내장형,개,말티즈,1,N
경기도,가평군,2002,외장형,개,믹스견,2,N
경기도,가평군,2002,내장형,개,믹스견,2,N
경기도,가평군,2002,외장형,개,슈나우져,1,N
경기도,가평군,2002,인식표,개,슈나우져,1,N
경기도,가평군,2002,외장형,개,시츄,1,N
경기도,가평군,2002,인식표,개,시츄,1,N
경기도,가평군,2002,내장형,개,시츄,2,N
경기도,가평군,2002,내장형,개,아메리칸 코카 스파니엘,2,N
경기도,가평군,2002,외장형,개,요크셔 테리어,2,N
경기도,가평군,2002,내장형,개,요크셔 테리어,2,N
경기도,가평군,2002,외장형,개,웰시 코기 펨브로크,3,N
경기도,가평군,2002,인식표,개,진도견,1,N
경기도,가평군,2016,내장형,고양이,벵갈,1,N
경기도,가평군,2016,내장형,고양이,한국 고양이,1,N
경기도,가평군,2017,외장형,개,골든 리트리버,4,N
경기도,가평군,2017,인식표,개,골든 리트리버,3,N
경기도,가평군,2017,내장형,개,골든 리트리버,14,N
경기도,가평군,2017,내장형,개,그레이 하운드,1,N
경기도,가평군,2017,내장형,개,그레이트 피레니즈,1,N
경기도,가평군,2017,외장형,개,기타,7,N
경기도,가평군,2017,내장형,개,기타,1,N
경기도,가평군,2017,외장형,개,닥스훈트,1,N
경기도,가평군,2017,내장형,개,닥스훈트,6,N
경기도,가평군,2017,내장형,개,도고 아르젠티노,1,N
경기도,가평군,2017,내장형,개,도베르만,1,N
경기도,가평군,2017,외장형,개,동경견,1,N
경기도,가평군,2017,내장형,개,동경견,1,N
경기도,가평군,2017,외장형,개,라브라도 리트리버,3,N
경기도,가평군,2017,내장형,개,라브라도 리트리버,10,N
경기도,가평군,2017,외장형,개,라이카,1,N
경기도,가평군,2017,내장형,개,라이카,14,N
경기도,과천시,2009,외장형,개,포메라니안,2,N
경기도,과천시,2009,인식표,개,포메라니안,1,N
경기도,과천시,2009,내장형,개,포메라니안,4,N
경기도,과천시,2009,외장형,개,푸들,7,N
경기도,과천시,2009,인식표,개,푸들,1,N
경기도,과천시,2009,내장형,개,푸들,12,N
경기도,과천시,2009,내장형,고양이,기타,1,N
경기도,과천시,2010,내장형,개,골든 리트리버,1,N
경기도,과천시,2010,외장형,개,기타,1,N
경기도,과천시,2010,내장형,개,기타,3,N
경기도,고양시,2010,내장형,고양이,페르시안-페르시안 친칠라,1,N
경기도,고양시,2010,내장형,고양이,한국 고양이,1,N
경기도,고양시,2011,외장형,개,골든 리트리버,14,N
경기도,고양시,2011,인식표,개,골든 리트리버,2,N
경기도,고양시,2011,내장형,개,골든 리트리버,31,N
경기도,고양시,2011,외장형,개,그레이 하운드,1,N
경기도,고양시,2011,내장형,개,그레이 하운드,1,N
경기도,광주시,2011,내장형,개,미니어쳐 핀셔,7,N
경기도,광주시,2011,외장형,개,믹스견,60,N
경기도,군포시,2013,내장형,개,아메리칸 코카 스파니엘,2,N
경기도,군포시,2013,외장형,개,알라스칸 말라뮤트,1,N
경기도,군포시,2013,외장형,개,올드 잉글리쉬 불독,1,N
경기도,군포시,2013,외장형,개,올드 잉글리쉬 쉽독,1,N
경기도,군포시,2013,외장형,개,요크셔 테리어,17,N
경기도,군포시,2013,인식표,개,요크셔 테리어,10,N
경기도,군포시,2013,내장형,개,요크셔 테리어,22,N
경기도,군포시,2013,외장형,개,웰시 코기 펨브로크,1,N
경기도,군포시,2013,내장형,개,웰시 코기 펨브로크,2,N
경기도,군포시,2013,외장형,개,이탈리안 그레이 하운드,1,N
경기도,군포시,2013,인식표,개,재패니즈 스피츠,2,N
경기도,군포시,2013,내장형,개,재패니즈 스피츠,1,N
경기도,군포시,2013,외장형,개,잭 러셀 테리어,1,N
경기도,군포시,2013,내장형,개,잭 러셀 테리어,1,N
경기도,군포시,2013,내장형,개,제주개,1,N
경기도,군포시,2013,외장형,개,제페니즈칭,1,N
경기도,군포시,2013,외장형,개,진도견,4,N
경기도,군포시,2013,내장형,개,진도견,10,N
경기도,군포시,2013,외장형,개,치와와,16,N
경기도,군포시,2013,인식표,개,치와와,10,N
경기도,군포시,2013,내장형,개,치와와,19,N
경기도,군포시,2013,외장형,개,코카 스파니엘,4,N
경기도,군포시,2013,인식표,개,코카 스파니엘,1,N
경기도,군포시,2013,내장형,개,코카 스파니엘,9,N
경기도,군포시,2013,외장형,개,토이 푸들,6,N
경기도,군포시,2013,인식표,개,토이 푸들,6,N
경기도,군포시,2013,내장형,개,토이 푸들,9,N
경기도,군포시,2013,외장형,개,페키니즈,2,N
경기도,군포시,2013,내장형,개,페키니즈,2,N
경기도,군포시,2013,외장형,개,포메라니안,23,N
경기도,군포시,2013,인식표,개,포메라니안,11,N
경기도,군포시,2013,내장형,개,포메라니안,31,N
경기도,군포시,2013,외장형,개,푸들,82,N
경기도,군포시,2013,인식표,개,푸들,23,N
경기도,군포시,2013,내장형,개,푸들,85,N
경기도,군포시,2013,인식표,개,풍산견,2,N
경기도,군포시,2013,외장형,개,프렌치 불독,1,N
경기도,군포시,2013,내장형,고양이,터키시 앙고라,1,N
경기도,군포시,2014,인식표,개,골든 리트리버,2,N
경기도,군포시,2014,내장형,개,골든 리트리버,3,N
경기도,군포시,2014,외장형,개,그레이 하운드,1,N
경기도,군포시,2014,내장형,개,그레이 하운드,1,N
경기도,군포시,2014,외장형,개,기타,1,N
경기도,군포시,2014,내장형,개,기타,5,N
경기도,군포시,2014,외장형,개,꼬똥 드 뚤레아,1,N
경기도,군포시,2014,외장형,개,닥스훈트,7,N
경기도,군포시,2021,내장형,개,미니어쳐 핀셔,1,N
경기도,군포시,2021,외장형,개,믹스견,119,N
경기도,군포시,2021,내장형,개,믹스견,117,N
경기도,군포시,2021,외장형,개,보더 콜리,3,N
경기도,군포시,2021,내장형,개,보더 콜리,5,N
경기도,군포시,2021,내장형,개,보스턴 테리어,1,N
경기도,군포시,2021,외장형,개,브리타니 스파니엘,1,N
경기도,군포시,2021,외장형,개,비글,2,N
경기도,군포시,2021,외장형,개,비숑 프리제,80,N
